school_name,city,state,website
fast forward high,logan,utah,http://www.ffchs.org/
fast forward high school,logan,utah,http://www.ffchs.org/
fremont high,plain city,utah,http://www.fhs.weber.k12.ut.us/
frank hughes school,clifton,tennessee,http://www.fhslions.com/
filer high school,filer,idaho,http://www.filer.k12.id.us/fhs.php
fishers island school,fishers island,new york,http://www.fischool.com/
five keys adult school sf sheriffs,san francisco,california,http://www.fivekeyscharter.org/
forestville central high school,forestville,new york,http://www.forestville.com/
fort ann middlehigh school,fort ann,new york,http://www.fortannschool.org/
fort edward jr sr high school,fort edward,new york,http://www.fortedward.org/our_schools/middle_school_high_school
founders academy of nevada,las vegas,nevada,http://www.foundersacademylv.com/
franklin elementary,yuba city,california,http://www.franklin.k12.ca.us/
frederic 6 12 school,frederic,wisconsin,http://www.frederic.k12.wi.us/
frontenac senior high school,frontenac,kansas,http://www.frontenac249.org/
forbes road juniorsenior high school,waterfall,pennsylvania,http://www.frsd.info
ganado high school,ganado,texas,http://www.ganadoisd.org/
garden city high school,garden city,michigan,http://www.gardencityschools.com/schools/garden_city_high_school/index.php
garrison high school,garrison,texas,http://www.garrisonisd.com/
gatewood schools,eatonton,georgia,http://www.gatewoodschool.com/
st mary cathedral school,gaylord,michigan,http://www.gaylordstmary.org/
gadsden county high school,havana,florida,http://www.gchs.gadsdenschools.org/
geneva high school,geneva,alabama,http://www.geneva.gch.schoolinsites.com
glen lake community school,maple city,michigan,http://www.glenlakeschools.org/
greater new york academy,woodside,new york,http://www.gnya.org
baytown christian academy,baytown,texas,http://www.gobca.org/
smithville high school,smithville,ohio,http://www.green-local.k12.oh.us/hs
greenfield high school,greenfield,illinois,http://www.greenfieldschools.org
greenville christian school,greenville,texas,http://www.greenvillechristian.org/
grenada high,grenada,mississippi,http://www.gsd.k12.ms.us/ghs.html
penney high,hamilton,missouri,http://www.hamilton.k12.mo.us/highschool.htm
lincoln high school,shinnston,west virginia,http://www.harcoboe.net/lincolnhighschool/page/home
harding charter preparatory high school,oklahoma city,oklahoma,http://www.hardingcharterprep.org/
harlan county high school,baxter,kentucky,http://www.harlan.k12.ky.us/hchs/
silver oak high public montessori charter,hayward,california,http://www.haywardtwinoaks.org/
hills beaver creek secondary,hills,minnesota,http://www.hbcpatriots.com/
highland baptist christian school,new iberia,louisiana,http://www.hbcsni.org/
hendersonville christian academy,hendersonville,tennessee,http://www.hcacrusaders.com/
hellenic classical charter school,brooklyn,new york,http://www.hccs-nys.org/
hutchinson central technical high school,buffalo,new york,http://www.hcths.com/new-site/index.asp
academy of careers and exploration,helendale,california,http://www.helendalesd.com/schools/a_c_e_and_r_m_s_school
ms 137 americas school of heroes,queens,new york,http://www.heroesofms137.org/
riverton high school,herriman,utah,http://www.herrimanhigh.org/
holy family catholic high school,victoria,minnesota,http://www.hfchs.org/
hillcrest high school,evergreen,alabama,http://www.hhs.conecuh.k12.al.us/
hillsdale high school,jeromesville,ohio,http://www.hillsdale.k12.oh.us/
hopewell loudon high school,bascom,ohio,http://www.hlschool.org/
hoboken charter school,hoboken,new jersey,http://www.hobokencs.org/
holcomb high,holcomb,missouri,http://www.holcombschools.com/
holland high school,holland,texas,http://www.hollandisd.org/
fasman yeshiva high school,skokie,illinois,http://www.htc.edu/divisions-and-programs/divisions/fasman-yeshiva-high-school.html
south fork junior senior high,miranda,california,http://www.humboldt.k12.ca.us/sohumb_usd/sfhs/inde
hamilton wenham regional high,south hamilton,massachusetts,http://www.hwschools.net/page.cfm?p=1645
icahn charter school 1,bronx,new york,http://www.icahncharterschool1.org/
icahn charter school 3,bronx,new york,http://www.icahncharterschool3.org/
institute for collaborative education,new york,new york,http://www.iceschoolnyc.org/
ic imagine,asheville,north carolina,http://www.icimagine.org/
idaho arts charter school,nampa,idaho,http://www.idahoartscharter.org/
west side senior high school,weston,idaho,http://www.idahoctm.org/
itineris early college high,west jordan,utah,http://www.iechs.org/
itineris early college high school,west jordan,utah,http://www.iechs.org/
innovations high school,salt lake city,utah,http://www.innovationshigh.org/
inwood early college for health and information technologies,new york,new york,http://www.inwoodec.org/
iowa valley junior senior high school,marengo,iowa,http://www.iowa-valley.k12.ia.us/High_School.html
is 187 christa mcauliffe,brooklyn,new york,http://www.is187nyc.com/
junior high school 201 dyker heights the,brooklyn,new york,http://www.is201k.org/
is 228 david a boody,brooklyn,new york,http://www.is228.org/
ivy academy inc,soddy daisy,tennessee,http://www.ivyacademychattanooga.com/faculty-and-staff-new
jackpot high school,jackpot,nevada,http://www.jackpot.ecsdnv.net/
jal high,jal,new mexico,http://www.jalnm.org/
jean massieu academy,arlington,texas,http://www.jeanmassieu.com/
johannesburglewiston high school,johannesburg,michigan,http://www.jlas.org/
john muir charter,nevada city,california,http://www.johnmuircs.com/
jonas bronck academy,bronx,new york,http://www.jonasbronckacademy.org/
west jones high school,laurel,mississippi,http://www.jones.k12.ms.us/wjh/
joshua springs christian school,yucca valley,california,http://www.joshuaspringsschools.com/
fort ann juniorsenior high school,fort ann,new york,http://www.jrsrhs.fortannschool.org/
jasper troupsburg junior senior high school,jasper,new york,http://www.jtcsd.org/
jemez valley high school,jemez pueblo,new mexico,http://www.jvps.org/
kingsley pierson high school,kingsley,iowa,http://www.k-pcsd.org/high-school.html
kasson mantorville senior high school,kasson,minnesota,http://www.kassonmh.new.rschooltoday.com/
katy high school,katy,texas,http://www.katyisd.org/
chiloquin high school,chiloquin,oregon,http://www.kcsd.k12.or.us/SectionIndex.asp?SectionID=7
bonanza juniorsenior high school,bonanza,oregon,http://www.kcsd.k12.or.us/SectionIndex.asp?SectionID=74
lost river high school,merrill,oregon,http://www.kcsd.k12.or.us/SectionIndex.asp?SectionID=77
keokuk high school,keokuk,iowa,http://www.keokukschools.org/keokuk-high-school/
keystone juniorsenior high school,knox,pennsylvania,http://www.keyknox.com/highschool/
klamath union high school,klamath falls,oregon,http://www.kfalls.k12.or.us/klamath_union.htm
kanab high,kanab,utah,http://www.khs.kane.k12.ut.us/
kiefer high school,kiefer,oklahoma,http://www.kiefer.k12.ok.us/
lago vista high school,lago vista,texas,http://www.lagovistaisd.net/page/lhs.home
laingsburg high school,laingsburg,michigan,http://www.laingsburg.k12.mi.us/
lakehill preparatory school,dallas,texas,http://www.lakehillprep.org/
lakeside christian academy,morehead,kentucky,http://www.lakesidechristianacademy.org/
lamar school,meridian,mississippi,http://www.lamarschool.com/
lanesville jr sr high school,lanesville,indiana,http://www.lanesville.k12.in.us/jrsr-high/
lanesville junior senior high school,lanesville,indiana,http://www.lanesville.k12.in.us/jrsr-high/
leadership academy of nevada,las vegas,nevada,http://www.lanv.org/
la paz intermediate,mission viejo,california,http://www.lapazstpo.com/
latexo high school,latexo,texas,http://www.latexoisd.net/
latta high school,ada,oklahoma,http://www.latta.k12.ok.us/
lawrence academy,windsor,north carolina,http://www.lawrenceacademy.org/
lawton bronson jrsr high school,lawton,iowa,http://www.lb-eagles.org/district-information/junior-senior-high-school
lawton bronson junior senior high school,lawton,iowa,http://www.lb-eagles.org/district-information/junior-senior-high-school
briar woods high,ashburn,virginia,http://www.lcps.org/
westlake high school,lehi,utah,http://www.lehi.alpine.k12.ut.us/
le mars high school,le mars,iowa,http://www.lemars.k12.ia.us/?page_id=633
leopold high,leopold,missouri,http://www.leopold.k12.mo.us/
cedar key high school,cedar key,florida,http://www.levyk12.org/schools
chiefland middle high school,chiefland,florida,http://www.levyk12.org/schools
lutheran high northeast,norfolk,nebraska,http://www.lhne.org/
liberty high school academy for newcomers,new york,new york,http://www.libertyhsnyc.com/
liberty high school,liberty,illinois,http://www.libertyschool.net/mobile/default.asp
linden high school,linden,new jersey,http://www.linden.k12.nj.us/schools/oldlhs/
lindenhurst middle school,lindenhurst,new york,http://www.lindenhurstschools.org/our_schools/middle_School
los olivos elementary,los olivos,california,http://www.losolivosschool.org/
lowndes academy,lowndesboro,alabama,http://www.lowndesacademy.org/
lynnville sully high school,sully,iowa,http://www.lshawks.org/
living word lutheran high school,jackson,wisconsin,http://www.lwlhs.com/
mabel canton secondary,mabel,minnesota,http://www.mabelcanton.k12.mn.us/
madison consolidated high school,madison,indiana,http://www.madison.k12.in.us/mchs-home
magnolia elementary,brawley,california,http://www.magnoliatigers.com/
marion local high school,maria stein,ohio,http://www.marionlocal.org/
marlboro academy,bennettsville,south carolina,http://www.marlboroacademy.com/
martin county west senior high,sherburn,minnesota,http://www.martin.k12.mn.us/
montrose area juniorsenior high school,montrose,pennsylvania,http://www.masd.info/
masters academy,vero beach,florida,http://www.mastersvb.org/
mckenzie high school,mckenzie,tennessee,http://www.mckenziehighschool.org/
william mckinley is 259,brooklyn,new york,http://www.mckinley259.org/
mt enterprise high school,mt enterprise,texas,http://www.meisd.org/
mesorah high school for girls,dallas,texas,http://www.mesorahhighschool.org/
murray hill academy,new york,new york,http://www.mhacademy.net/
maryville high,maryville,missouri,http://www.mhs.maryville.k12.mo.us/
maryville high school,maryville,missouri,http://www.mhs.maryville.k12.mo.us/
stearns junior senior high school,millinocket,maine,http://www.millinocketschools.org/stearns-jr-sr-high-school.html
mission college preparatory catholic high school,san luis obispo,california,http://www.missionprep.org/
maricopa institute of technology,phoenix,arizona,http://www.mitglobalonline.org/
moberly sr high school,moberly,missouri,http://www.moberly.k12.mo.us/
montesano jr sr high school,montesano,washington,http://www.monteschools.org/jr-sr-high-school
montesano junior senior high,montesano,washington,http://www.monteschools.org/jr-sr-high-school
medford high,medford,massachusetts,http://www.mps02155.org/schools-2/medford-high-school/
myrtle point high school,myrtle point,oregon,http://www.mpsd.k12.or.us/
irwin altman middle school 172,floral park,new york,http://www.ms172.org/
yorkville east middle school,new york,new york,http://www.ms177.org/
seeger memorial junior senior high school,west lebanon,indiana,http://www.msdwarco.k12.in.us/seeger/
mount zion christian academy,durham,north carolina,http://www.mzcadurham.org/
north tama high school,traer,iowa,http://www.n-tama.k12.ia.us/
north union high school,richwood,ohio,http://www.n-union.k12.oh.us/northunionhighschool_home.aspx
nanih waiya attendance center,louisville,mississippi,http://www.nanihwaiyaschools.com/
napavine jr sr high school,napavine,washington,http://www.napavineschools.org/
napavine junior senior high school,napavine,washington,http://www.napavineschools.org/
naselle junior senior high schools,naselle,washington,http://www.naselle.wednet.edu/
north collins jrsr high school,north collins,new york,http://www.nchs.northcollins.com/
notre dame cathedral latin school,chardon,ohio,http://www.ndcl.org/
neelyville high,neelyville,missouri,http://www.neelyville.k12.mo.us/
newfield senior high school,newfield,new york,http://www.newfieldschools.org/
north florida christian school,tallahassee,florida,http://www.nflschool.org/
new orleans center for creative arts,new orleans,louisiana,http://www.nocca.com/
